"YEARLY_AGENCY_ID","AGENCY_ID","DATA_YEAR","ORI","LEGACY_ORI","COVERED_BY_LEGACY_ORI","DIRECT_CONTRIBUTOR_FLAG","DORMANT_FLAG","DORMANT_YEAR","REPORTING_TYPE","UCR_AGENCY_NAME","NCIC_AGENCY_NAME","PUB_AGENCY_NAME","PUB_AGENCY_UNIT","AGENCY_STATUS","STATE_ID","STATE_NAME","STATE_ABBR","STATE_POSTAL_ABBR","DIVISION_CODE","DIVISION_NAME","REGION_CODE","REGION_NAME","REGION_DESC","AGENCY_TYPE_NAME","POPULATION","SUBMITTING_AGENCY_ID","SAI","SUBMITTING_AGENCY_NAME","SUBURBAN_AREA_FLAG","POPULATION_GROUP_ID","POPULATION_GROUP_CODE","POPULATION_GROUP_DESC","PARENT_POP_GROUP_CODE","PARENT_POP_GROUP_DESC","MIP_FLAG","POP_SORT_ORDER","SUMMARY_RAPE_DEF","PE_REPORTED_FLAG","MALE_OFFICER","MALE_CIVILIAN","PED.MALE_OFFICER+PED.MALE_CIVILIAN","FEMALE_OFFICER","FEMALE_CIVILIAN","PED.FEMALE_CIVILIAN+PED.FEMALE_OFFICER","0","0","NIBRS_CERT_DATE","NIBRS_START_DATE","NIBRS_LEOKA_START_DATE","NIBRS_CT_START_DATE","NIBRS_MULTI_BIAS_START_DATE","NIBRS_OFF_ETH_START_DATE","COVERED_FLAG","COUNTY_NAME","MSA_NAME","PUBLISHABLE_FLAG","PARTICIPATED","NIBRS_PARTICIPATED"
189742020,18974,2020,"TX0450000","TX0450000","","N","N",,"I","COLORADO","COLORADO CO SO COLUMBUS","Colorado","","A",48,"Texas","TX","TX","7","West South Central","3","South","Region III","County",11815,23393,"TXUCR0001","Texas Department of Public Safety Crime Information Bureau Uniform Crime Reporting","N",15,"8C","Non-MSA counties from 10,000 thru 24,999","8","Non-MSA Counties","N",3,"R","Y",20,10,30,3,19,22,0,0,01-JAN-97,01-JAN-18,01-JAN-18,01-JUL-18,01-JUL-18,01-JUL-18,"N","COLORADO","Non-MSA","Y","Y","Y"
189752020,18975,2020,"TX0450100","TX0450100","","N","N",,"I","COLUMBUS","COLUMBUS PD","Columbus","","A",48,"Texas","TX","TX","7","West South Central","3","South","Region III","City",3646,23393,"TXUCR0001","Texas Department of Public Safety Crime Information Bureau Uniform Crime Reporting","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","N",,,,,,,0,0,01-JAN-97,01-DEC-18,01-DEC-18,01-FEB-19,01-FEB-19,01-FEB-19,"N","COLORADO","Non-MSA","Y","Y","Y"
189772020,18977,2020,"TX0450300","TX0450300","","N","N",,"I","WEIMAR","WEIMAR PD","Weimar","","A",48,"Texas","TX","TX","7","West South Central","3","South","Region III","City",2235,23393,"TXUCR0001","Texas Department of Public Safety Crime Information Bureau Uniform Crime Reporting","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",5,0,5,2,1,3,0,0,01-JAN-97,01-OCT-20,01-OCT-20,01-DEC-20,01-DEC-20,01-DEC-20,"N","COLORADO","Non-MSA","Y","Y","Y"
189792020,18979,2020,"TX0460100","TX0460100","","N","N",,"I","NEW BRAUNFELS","NEW BRAUNFELS PD","New Braunfels","","A",48,"Texas","TX","TX","7","West South Central","3","South","Region III","City",94751,23393,"TXUCR0001","Texas Department of Public Safety Crime Information Bureau Uniform Crime Reporting","N",7,"3","Cities from 50,000 thru 99,999","3","Cities from 50,000 thru 99,999","N",2,"R","Y",129,6,135,8,29,37,0,0,01-JAN-97,01-FEB-18,01-FEB-18,01-SEP-18,01-SEP-18,01-SEP-18,"N","GUADALUPE; COMAL","San Antonio-New Braunfels, TX","Y","Y","Y"
189802020,18980,2020,"TX0460700","TX0460700","","N","N",,"I","GARDEN RIDGE","GARDEN RIDGE","Garden Ridge","","A",48,"Texas","TX","TX","7","West South Central","3","South","Region III","City",4235,23393,"TXUCR0001","Texas Department of Public Safety Crime Information Bureau Uniform Crime Reporting","Y",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",10,0,10,1,1,2,0,0,01-JAN-97,01-MAY-18,01-MAY-18,01-SEP-18,01-SEP-18,01-SEP-18,"N","COMAL","San Antonio-New Braunfels, TX","Y","Y","Y"
189812020,18981,2020,"TX0460800","TX0460800","","N","N",,"I","BULVERDE","BULVERDE POLICE DEPARTMENT","Bulverde","","A",48,"Texas","TX","TX","7","West South Central","3","South","Region III","City",5370,23393,"TXUCR0001","Texas Department of Public Safety Crime Information Bureau Uniform Crime Reporting","Y",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",16,0,16,0,1,1,0,0,01-JAN-97,01-DEC-18,01-DEC-18,01-FEB-19,01-FEB-19,01-FEB-19,"N","COMAL","San Antonio-New Braunfels, TX","Y","Y","Y"
189832020,18983,2020,"TX0470100","TX0470100","","N","N",,"I","COMANCHE","COMANCHE PD","Comanche","","A",48,"Texas","TX","TX","7","West South Central","3","South","Region III","City",4183,23393,"TXUCR0001","Texas Department of Public Safety Crime Information Bureau Uniform Crime Reporting","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",8,0,8,3,1,4,0,0,01-JAN-97,01-NOV-19,01-NOV-19,01-FEB-20,01-FEB-20,,"N","COMANCHE","Non-MSA","Y","Y","Y"
189852020,18985,2020,"TX0480000","TX0480000","","N","N",,"I","CONCHO","CONCHO COUNTY SHERIFFS OFFICE","Concho","","A",48,"Texas","TX","TX","7","West South Central","3","South","Region III","County",2617,23393,"TXUCR0001","Texas Department of Public Safety Crime Information Bureau Uniform Crime Reporting","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","Y",7,0,7,0,7,7,0,0,01-JAN-97,01-FEB-20,01-FEB-20,,01-MAR-20,01-JUN-20,"N","CONCHO","Non-MSA","Y","Y","Y"
189872020,18987,2020,"TX0490000","TX0490000","","N","N",,"I","COOKE","COOKE CO SO GAINESVILLE","Cooke","","A",48,"Texas","TX","TX","7","West South Central","3","South","Region III","County",23340,23393,"TXUCR0001","Texas Department of Public Safety Crime Information Bureau Uniform Crime Reporting","N",15,"8C","Non-MSA counties from 10,000 thru 24,999","8","Non-MSA Counties","N",3,"R","Y",29,30,59,4,24,28,0,0,01-JAN-97,01-APR-19,01-APR-19,01-DEC-19,01-JUN-19,01-JUN-19,"N","COOKE","Non-MSA","Y","Y","Y"
189882020,18988,2020,"TX0490100","TX0490100","","N","N",,"I","GAINESVILLE","GAINESVILLE PD","Gainesville","","A",48,"Texas","TX","TX","7","West South Central","3","South","Region III","City",16986,23393,"TXUCR0001","Texas Department of Public Safety Crime Information Bureau Uniform Crime Reporting","N",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","Y",40,3,43,1,11,12,0,0,01-JAN-97,01-SEP-19,01-SEP-19,01-NOV-19,01-NOV-19,01-SEP-20,"N","COOKE","Non-MSA","Y","Y","Y"
189912020,18991,2020,"TX0500000","TX0500000","","N","N",,"I","CORYELL","CORYELL CO SO GATESVILLE","Coryell","","A",48,"Texas","TX","TX","7","West South Central","3","South","Region III","County",30687,23393,"TXUCR0001","Texas Department of Public Safety Crime Information Bureau Uniform Crime Reporting","Y",20,"9B","MSA counties from 25,000 thru 99,999","9","MSA Counties","N",3,"R","Y",29,0,29,2,1,3,0,0,01-JAN-97,01-APR-20,01-APR-20,,01-MAY-20,01-MAY-20,"N","CORYELL","Killeen-Temple, TX","Y","Y","Y"
189932020,18993,2020,"TX0500200","TX0500200","","N","N",,"I","GATESVILLE","GATESVILLE PD","Gatesville","","A",48,"Texas","TX","TX","7","West South Central","3","South","Region III","City",12394,23393,"TXUCR0001","Texas Department of Public Safety Crime Information Bureau Uniform Crime Reporting","Y",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","Y",17,2,19,4,10,14,0,0,01-JAN-97,01-SEP-16,01-SEP-16,01-SEP-16,01-SEP-16,01-SEP-16,"N","CORYELL","Killeen-Temple, TX","Y","Y","Y"
189972020,18997,2020,"TX0520000","TX0520000","","N","N",,"I","CRANE","CRANE COUNTY SHERIFFS OFFICE","Crane","","A",48,"Texas","TX","TX","7","West South Central","3","South","Region III","County",1108,23393,"TXUCR0001","Texas Department of Public Safety Crime Information Bureau Uniform Crime Reporting","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","Y",8,5,13,0,2,2,0,0,01-JAN-97,01-NOV-18,01-NOV-18,01-FEB-19,01-DEC-18,01-DEC-18,"N","CRANE","Non-MSA","Y","Y","Y"
189982020,18998,2020,"TX0520100","TX0520100","","N","N",,"I","CRANE","CRANE PD","Crane","","A",48,"Texas","TX","TX","7","West South Central","3","South","Region III","City",3722,23393,"TXUCR0001","Texas Department of Public Safety Crime Information Bureau Uniform Crime Reporting","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",7,1,8,1,5,6,0,0,01-JAN-97,01-MAY-20,01-MAY-20,01-JUL-20,01-JUL-20,01-JUL-20,"N","CRANE","Non-MSA","Y","Y","Y"
189992020,18999,2020,"TX0530000","TX0530000","","N","N",,"I","CROCKETT","CROCKETT CO SO OZONA","Crockett","","A",48,"Texas","TX","TX","7","West South Central","3","South","Region III","County",3427,23393,"TXUCR0001","Texas Department of Public Safety Crime Information Bureau Uniform Crime Reporting","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","Y",7,6,13,0,3,3,0,0,01-JAN-97,01-JUL-18,01-JUL-18,01-SEP-18,01-SEP-18,01-SEP-18,"N","CROCKETT","Non-MSA","Y","Y","Y"
190002020,19000,2020,"TX0540000","TX0540000","","N","N",,"I","CROSBY","CROSBY CO SO CROSBYTON","Crosby","","A",48,"Texas","TX","TX","7","West South Central","3","South","Region III","County",1157,23393,"TXUCR0001","Texas Department of Public Safety Crime Information Bureau Uniform Crime Reporting","Y",22,"9D","MSA counties under 10,000","9","MSA Counties","N",3,"R","Y",6,5,11,0,4,4,0,0,01-JAN-97,01-MAR-18,01-MAR-18,01-OCT-18,01-OCT-18,01-OCT-18,"N","CROSBY","Lubbock, TX","Y","Y","Y"
190032020,19003,2020,"TX0540300","TX0540300","","N","N",,"I","RALLS","RALLS PD","Ralls","","A",48,"Texas","TX","TX","7","West South Central","3","South","Region III","City",1793,23393,"TXUCR0001","Texas Department of Public Safety Crime Information Bureau Uniform Crime Reporting","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","N",,,,,,,0,0,01-JAN-97,01-JAN-18,01-JAN-18,01-FEB-19,01-FEB-19,01-FEB-19,"N","CROSBY","Lubbock, TX","Y","Y","Y"
190062020,19006,2020,"TX0560000","TX0560000","","N","N",,"I","DALLAM","DALLAM COUNTY SHERIFFS OFFICE","Dallam","","A",48,"Texas","TX","TX","7","West South Central","3","South","Region III","County",1577,23393,"TXUCR0001","Texas Department of Public Safety Crime Information Bureau Uniform Crime Reporting","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","Y",6,0,6,0,1,1,0,0,01-JAN-97,01-MAY-20,01-MAY-20,01-AUG-20,01-JUN-20,01-JUN-20,"N","DALLAM","Non-MSA","Y","Y","Y"
190072020,19007,2020,"TX0560100","TX0560100","","N","N",,"I","DALHART","DALHART PD","Dalhart","","A",48,"Texas","TX","TX","7","West South Central","3","South","Region III","City",8349,23393,"TXUCR0001","Texas Department of Public Safety Crime Information Bureau Uniform Crime Reporting","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",14,1,15,1,3,4,0,0,01-JAN-97,01-JUN-19,01-JUN-19,01-NOV-19,01-NOV-19,01-NOV-19,"N","HARTLEY; DALLAM","Non-MSA","Y","Y","Y"
190082020,19008,2020,"TX0570000","TX0570000","","N","N",,"I","DALLAS","DALLAS CO SO DALLAS","Dallas","","A",48,"Texas","TX","TX","7","West South Central","3","South","Region III","County",0,23393,"TXUCR0001","Texas Department of Public Safety Crime Information Bureau Uniform Crime Reporting","Y",22,"9D","MSA counties under 10,000","9","MSA Counties","N",3,"R","Y",342,699,1041,58,959,1017,0,0,01-JAN-97,01-DEC-20,01-DEC-20,,01-JAN-21,01-JAN-21,"N","DALLAS","Dallas-Fort Worth-Arlington, TX","Y","Y","Y"
190092020,19009,2020,"TX0570100","TX0570100","","N","N",,"I","ADDISON","ADDISON PD","Addison","","A",48,"Texas","TX","TX","7","West South Central","3","South","Region III","City",16778,23393,"TXUCR0001","Texas Department of Public Safety Crime Information Bureau Uniform Crime Reporting","Y",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","Y",55,3,58,5,8,13,0,0,01-JAN-97,01-SEP-19,01-SEP-19,01-DEC-19,01-DEC-19,01-DEC-19,"N","DALLAS","Dallas-Fort Worth-Arlington, TX","Y","Y","Y"
190102020,19010,2020,"TX0570200","TX0570200","","N","N",,"I","BALCH SPRINGS","BALCH SPRINGS PD BALCH SPRINGS","Balch Springs","","A",48,"Texas","TX","TX","7","West South Central","3","South","Region III","City",25189,23393,"TXUCR0001","Texas Department of Public Safety Crime Information Bureau Uniform Crime Reporting","Y",8,"4","Cities from 25,000 thru 49,999","4","Cities from 25,000 thru 49,999","N",2,"R","Y",32,4,36,4,13,17,0,0,01-JAN-97,01-FEB-17,01-FEB-17,01-DEC-17,01-DEC-17,01-DEC-17,"N","DALLAS","Dallas-Fort Worth-Arlington, TX","Y","Y","Y"
190112020,19011,2020,"TX0570400","TX0570400","","N","N",,"I","CARROLLTON","CARROLLTON PD","Carrollton","","A",48,"Texas","TX","TX","7","West South Central","3","South","Region III","City",141745,23393,"TXUCR0001","Texas Department of Public Safety Crime Information Bureau Uniform Crime Reporting","N",6,"2","Cities from 100,000 thru 249,999","2","Cities from 100,000 thru 249,999","Y",1,"R","Y",147,26,173,22,27,49,0,0,01-JAN-97,01-FEB-20,01-FEB-20,01-JUL-20,01-JUL-20,01-JUL-20,"N","COLLIN; DALLAS; DENTON","Dallas-Fort Worth-Arlington, TX","Y","Y","Y"
190122020,19012,2020,"TX0570500","TX0570500","","N","N",,"I","CEDAR HILL","CEDAR HILL PD","Cedar Hill","","A",48,"Texas","TX","TX","7","West South Central","3","South","Region III","City",48352,23393,"TXUCR0001","Texas Department of Public Safety Crime Information Bureau Uniform Crime Reporting","Y",8,"4","Cities from 25,000 thru 49,999","4","Cities from 25,000 thru 49,999","N",2,"R","Y",61,6,67,9,15,24,0,0,01-JAN-97,01-MAR-19,01-MAR-19,01-MAY-19,01-MAY-19,01-MAY-19,"N","ELLIS; DALLAS","Dallas-Fort Worth-Arlington, TX","Y","Y","Y"
190132020,19013,2020,"TX0570600","TX0570600","","N","N",,"I","COCKRELL HILL","COCKRELL HILL PD DALLAS","Cockrell Hill","","A",48,"Texas","TX","TX","7","West South Central","3","South","Region III","City",4158,23393,"TXUCR0001","Texas Department of Public Safety Crime Information Bureau Uniform Crime Reporting","Y",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","N",,,,,,,0,0,01-JAN-97,01-MAY-20,01-MAY-20,01-AUG-20,01-AUG-20,01-AUG-20,"N","DALLAS","Dallas-Fort Worth-Arlington, TX","Y","Y","Y"
190142020,19014,2020,"TX0570700","TX0570700","","N","N",,"I","COPPELL","COPPELL PD","Coppell","","A",48,"Texas","TX","TX","7","West South Central","3","South","Region III","City",41807,23393,"TXUCR0001","Texas Department of Public Safety Crime Information Bureau Uniform Crime Reporting","Y",8,"4","Cities from 25,000 thru 49,999","4","Cities from 25,000 thru 49,999","N",2,"R","Y",54,3,57,5,6,11,0,0,01-JAN-97,01-APR-19,01-APR-19,01-JUN-19,01-JUN-19,01-JUN-19,"N","DENTON; DALLAS","Dallas-Fort Worth-Arlington, TX","Y","Y","Y"
190152020,19015,2020,"TX0570800","TX0570800","","N","N",,"I","DESOTO","DE SOTO PD","DeSoto","","A",48,"Texas","TX","TX","7","West South Central","3","South","Region III","City",53515,23393,"TXUCR0001","Texas Department of Public Safety Crime Information Bureau Uniform Crime Reporting","N",7,"3","Cities from 50,000 thru 99,999","3","Cities from 50,000 thru 99,999","N",2,"R","Y",59,10,69,9,19,28,0,0,01-JAN-97,01-MAR-19,01-MAR-19,01-MAY-19,01-MAY-19,01-MAY-19,"N","DALLAS","Dallas-Fort Worth-Arlington, TX","Y","Y","Y"
190162020,19016,2020,"TX0570900","TX0570900","","N","N",,"I","DUNCANVILLE","DUNCANVILLE PD","Duncanville","","A",48,"Texas","TX","TX","7","West South Central","3","South","Region III","City",38847,23393,"TXUCR0001","Texas Department of Public Safety Crime Information Bureau Uniform Crime Reporting","Y",8,"4","Cities from 25,000 thru 49,999","4","Cities from 25,000 thru 49,999","N",2,"R","Y",55,4,59,6,6,12,0,0,01-JAN-97,01-MAR-19,01-MAR-19,01-MAY-19,01-MAY-19,01-MAY-19,"N","DALLAS","Dallas-Fort Worth-Arlington, TX","Y","Y","Y"
190172020,19017,2020,"TX0571000","TX0571000","","N","N",,"I","FARMERS BRANCH","FARMERS BRANCH PD DALLAS","Farmers Branch","","A",48,"Texas","TX","TX","7","West South Central","3","South","Region III","City",51078,23393,"TXUCR0001","Texas Department of Public Safety Crime Information Bureau Uniform Crime Reporting","N",7,"3","Cities from 50,000 thru 99,999","3","Cities from 50,000 thru 99,999","N",2,"R","Y",69,9,78,7,14,21,0,0,01-JAN-97,01-AUG-19,01-AUG-19,01-OCT-19,01-OCT-19,01-OCT-19,"N","DALLAS","Dallas-Fort Worth-Arlington, TX","Y","Y","Y"
190182020,19018,2020,"TX0571100","TX0571100","","N","N",,"I","GARLAND","GARLAND PD","Garland","","A",48,"Texas","TX","TX","7","West South Central","3","South","Region III","City",241845,23393,"TXUCR0001","Texas Department of Public Safety Crime Information Bureau Uniform Crime Reporting","N",6,"2","Cities from 100,000 thru 249,999","2","Cities from 100,000 thru 249,999","Y",1,"R","Y",326,43,369,28,80,108,0,0,01-JAN-97,01-JAN-20,01-JAN-20,01-JUN-20,01-JUN-20,,"N","COLLIN; DALLAS","Dallas-Fort Worth-Arlington, TX","Y","Y","Y"
190192020,19019,2020,"TX0571200","TX0571200","","N","N",,"I","GRAND PRAIRIE","GRAND PRAIRIE PD","Grand Prairie","","A",48,"Texas","TX","TX","7","West South Central","3","South","Region III","City",196990,23393,"TXUCR0001","Texas Department of Public Safety Crime Information Bureau Uniform Crime Reporting","N",6,"2","Cities from 100,000 thru 249,999","2","Cities from 100,000 thru 249,999","Y",1,"R","Y",249,39,288,25,100,125,0,0,01-JAN-97,01-JAN-18,01-JAN-18,01-JUL-18,01-JUL-18,01-JUL-18,"N","ELLIS; TARRANT; DALLAS","Dallas-Fort Worth-Arlington, TX","Y","Y","Y"
190202020,19020,2020,"TX0571300","TX0571300","","N","N",,"I","HIGHLAND PARK","HIGHLAND PARK PD DALLAS","Highland Park","","A",48,"Texas","TX","TX","7","West South Central","3","South","Region III","City",9160,23393,"TXUCR0001","Texas Department of Public Safety Crime Information Bureau Uniform Crime Reporting","Y",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",54,2,56,3,11,14,0,0,01-JAN-97,01-JAN-98,01-APR-15,01-APR-15,01-APR-15,01-APR-15,"N","DALLAS","Dallas-Fort Worth-Arlington, TX","Y","Y","Y"
190212020,19021,2020,"TX0571400","TX0571400","","N","N",,"I","HUTCHINS","HUTCHINS PD","Hutchins","","A",48,"Texas","TX","TX","7","West South Central","3","South","Region III","City",5941,23393,"TXUCR0001","Texas Department of Public Safety Crime Information Bureau Uniform Crime Reporting","Y",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",15,3,18,3,5,8,0,0,01-JAN-97,01-FEB-20,01-FEB-20,01-JUN-20,01-JUN-20,01-AUG-20,"N","DALLAS","Dallas-Fort Worth-Arlington, TX","Y","Y","Y"
190222020,19022,2020,"TX0571500","TX0571500","","N","N",,"I","IRVING","IRVING POLICE DEPARTMENT","Irving","","A",48,"Texas","TX","TX","7","West South Central","3","South","Region III","City",242976,23393,"TXUCR0001","Texas Department of Public Safety Crime Information Bureau Uniform Crime Reporting","N",6,"2","Cities from 100,000 thru 249,999","2","Cities from 100,000 thru 249,999","Y",1,"R","Y",338,45,383,38,153,191,0,0,01-JAN-97,01-JAN-20,01-JAN-20,01-MAY-20,01-MAY-20,01-MAY-20,"N","DALLAS","Dallas-Fort Worth-Arlington, TX","Y","Y","Y"
190242020,19024,2020,"TX0571700","TX0571700","","N","N",,"I","LANCASTER","LANCASTER PD","Lancaster","","A",48,"Texas","TX","TX","7","West South Central","3","South","Region III","City",39587,23393,"TXUCR0001","Texas Department of Public Safety Crime Information Bureau Uniform Crime Reporting","Y",8,"4","Cities from 25,000 thru 49,999","4","Cities from 25,000 thru 49,999","N",2,"R","Y",48,0,48,11,4,15,0,0,01-JAN-97,01-JAN-00,01-APR-15,01-APR-15,01-APR-15,01-APR-15,"N","DALLAS","Dallas-Fort Worth-Arlington, TX","Y","Y","Y"
190252020,19025,2020,"TX0571800","TX0571800","","N","N",,"I","MESQUITE","MESQUITE PD","Mesquite","","A",48,"Texas","TX","TX","7","West South Central","3","South","Region III","City",141325,23393,"TXUCR0001","Texas Department of Public Safety Crime Information Bureau Uniform Crime Reporting","N",6,"2","Cities from 100,000 thru 249,999","2","Cities from 100,000 thru 249,999","Y",1,"R","Y",215,25,240,12,67,79,0,0,01-JAN-97,01-NOV-18,01-NOV-18,01-JAN-19,01-JAN-19,01-JAN-19,"N","KAUFMAN; DALLAS","Dallas-Fort Worth-Arlington, TX","Y","Y","Y"
190262020,19026,2020,"TX0572000","TX0572000","","N","N",,"I","RICHARDSON","RICHARDSON PD","Richardson","","A",48,"Texas","TX","TX","7","West South Central","3","South","Region III","City",124190,23393,"TXUCR0001","Texas Department of Public Safety Crime Information Bureau Uniform Crime Reporting","N",6,"2","Cities from 100,000 thru 249,999","2","Cities from 100,000 thru 249,999","Y",1,"R","Y",147,24,171,18,66,84,0,0,01-JAN-97,01-JAN-19,01-JAN-19,01-MAY-19,01-MAY-19,01-MAY-19,"N","COLLIN; DALLAS","Dallas-Fort Worth-Arlington, TX","Y","Y","Y"
190272020,19027,2020,"TX0572100","TX0572100","","N","N",,"I","SACHSE","SACHSE POLICE DEPARTMENT","Sachse","","A",48,"Texas","TX","TX","7","West South Central","3","South","Region III","City",26799,23393,"TXUCR0001","Texas Department of Public Safety Crime Information Bureau Uniform Crime Reporting","Y",8,"4","Cities from 25,000 thru 49,999","4","Cities from 25,000 thru 49,999","N",2,"R","Y",29,1,30,3,13,16,0,0,01-JAN-97,01-MAR-06,01-APR-15,01-APR-15,01-APR-15,01-APR-15,"N","COLLIN; DALLAS","Dallas-Fort Worth-Arlington, TX","Y","Y","Y"
190282020,19028,2020,"TX0572200","TX0572200","","N","N",,"I","SEAGOVILLE","SEAGOVILLE PD","Seagoville","","A",48,"Texas","TX","TX","7","West South Central","3","South","Region III","City",17120,23393,"TXUCR0001","Texas Department of Public Safety Crime Information Bureau Uniform Crime Reporting","Y",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","Y",23,4,27,3,6,9,0,0,01-JAN-97,01-SEP-19,01-SEP-19,01-NOV-19,01-NOV-19,01-SEP-20,"N","KAUFMAN; DALLAS","Dallas-Fort Worth-Arlington, TX","Y","Y","Y"
190292020,19029,2020,"TX0572400","TX0572400","","N","N",,"I","UNIVERSITY PARK","UNIVERSITY PARK PD DALLAS","University Park","","A",48,"Texas","TX","TX","7","West South Central","3","South","Region III","City",25253,23393,"TXUCR0001","Texas Department of Public Safety Crime Information Bureau Uniform Crime Reporting","Y",8,"4","Cities from 25,000 thru 49,999","4","Cities from 25,000 thru 49,999","N",2,"R","Y",31,4,35,8,12,20,0,0,01-JAN-97,01-JUN-18,01-JUN-18,01-SEP-18,01-SEP-18,01-SEP-18,"N","DALLAS","Dallas-Fort Worth-Arlington, TX","Y","Y","Y"
190302020,19030,2020,"TX0572500","TX0572500","","N","N",,"I","WILMER","WILMER PD","Wilmer","","A",48,"Texas","TX","TX","7","West South Central","3","South","Region III","City",4919,23393,"TXUCR0001","Texas Department of Public Safety Crime Information Bureau Uniform Crime Reporting","Y",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",16,0,16,0,5,5,0,0,01-JAN-97,01-AUG-20,01-AUG-20,01-SEP-20,01-SEP-20,01-SEP-20,"N","DALLAS","Dallas-Fort Worth-Arlington, TX","Y","Y","Y"
190312020,19031,2020,"TX0572600","TX0572600","","N","N",,"I","UNIV OF TX:SW MEDICAL SC","UNIVERSITY OF TX SOUTHWESTERN MED CTR PD DALLAS","University of Texas:","Southwestern Medical School","A",48,"Texas","TX","TX","7","West South Central","3","South","Region III","University or College",0,23393,"TXUCR0001","Texas Department of Public Safety Crime Information Bureau Uniform Crime Reporting","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",37,53,90,7,40,47,0,0,01-JAN-97,01-NOV-20,01-NOV-20,01-JAN-21,01-JAN-21,01-JAN-21,"N","DALLAS","Dallas-Fort Worth-Arlington, TX","Y","Y","Y"
190322020,19032,2020,"TX0572800","TX0572800","","N","N",,"I","UNIV OF TX: DALLAS","UNIV OF TEXAS PD DALLAS","University of Texas:","Dallas","A",48,"Texas","TX","TX","7","West South Central","3","South","Region III","University or College",0,23393,"TXUCR0001","Texas Department of Public Safety Crime Information Bureau Uniform Crime Reporting","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",23,28,51,4,19,23,0,0,01-JAN-97,01-MAY-19,01-MAY-19,01-JUN-19,01-JUN-19,01-JUN-19,"N","DALLAS","Dallas-Fort Worth-Arlington, TX","Y","Y","Y"
190342020,19034,2020,"TX0573300","TX0573300","","N","N",,"I","ROWLETT","ROWLETT PD","Rowlett","","A",48,"Texas","TX","TX","7","West South Central","3","South","Region III","City",68810,23393,"TXUCR0001","Texas Department of Public Safety Crime Information Bureau Uniform Crime Reporting","N",7,"3","Cities from 50,000 thru 99,999","3","Cities from 50,000 thru 99,999","N",2,"R","Y",79,11,90,13,24,37,0,0,01-JAN-97,01-JAN-98,01-APR-15,01-APR-15,01-APR-15,01-APR-15,"N","ROCKWALL; DALLAS","Dallas-Fort Worth-Arlington, TX","Y","Y","Y"
190392020,19039,2020,"TX0574700","TX0574700","","N","N",,"I","GLENN HEIGHTS","GLENN HEIGHTS POLICE DEPARTMENT","Glenn Heights","","A",48,"Texas","TX","TX","7","West South Central","3","South","Region III","City",13662,23393,"TXUCR0001","Texas Department of Public Safety Crime Information Bureau Uniform Crime Reporting","Y",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","Y",10,0,10,5,7,12,0,0,01-JAN-97,01-JAN-18,01-JAN-18,01-JUL-18,01-JUL-18,01-JUL-18,"N","ELLIS; DALLAS","Dallas-Fort Worth-Arlington, TX","Y","Y","Y"
